#survey qsoName              ra          dec        redshift   Z            errZ         Y             errY          J             errJ          H             errH          K             errK          unW1mag   unW1err   unW1snr    unW2mag   unW2err   unW2snr    w3mpro   w3sig   w3snr   w4mpro   w4sig   w4snr  
  SDSS		J1218+1807       184.546624    18.1307055   5.3        -999.99999   -999.99999   -999.99999    -999.99999    20.136496     0.116503      -999.99999    -999.99999    -999.99999    -999.99999    17.1902   0.059     17.9046    16.3709   0.1064    9.7157     12.121   0.0     1.1     8.667    0.0     0.8    
  SHELLQs	J1219+0050    184.77225     0.84375      6.01       -999.99999   -999.99999   25.23681      11.288516     21.206644     0.243602      21.717892     0.55845       20.574286     0.266481      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1221+4445       185.4434197   44.7577911   5.19       -999.99999   -999.99999   -999.99999    -999.99999    19.683247     0.084987      -999.99999    -999.99999    -999.99999    -999.99999    16.3625   0.0246    43.6976    15.5524   0.0446    23.869     12.005   0.29    3.7     8.877    0.47    2.3    
  SDSS		J1222+1958       185.6581819   19.9785907   5.13       -999.99999   -999.99999   -999.99999    -999.99999    19.791431     0.110959      -999.99999    -999.99999    -999.99999    -999.99999    16.3726   0.0289    37.0294    15.8177   0.066     15.9574    12.633   0.0     0.2     8.323    0.0     1.5    
  PSO		J187.1047-02.5609 187.10479     -2.5609033   5.77       20.596764    0.122686     21.273127     0.168897      20.832376     0.133881      20.683903     0.135197      20.461143     0.125378      18.3158   0.162     6.2145     -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1233+0622       188.3894733   6.376165     5.3        -999.99999   -999.99999   19.813732     0.049933      19.72304      0.046605      19.359089     0.051876      19.36761      0.073267      16.4516   0.0366    29.144     15.4065   0.0534    19.8485    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1236+4657       189.025208    46.9569805   5.55       -999.99999   -999.99999   -999.99999    -999.99999    19.613163     0.061119      -999.99999    -999.99999    -999.99999    -999.99999    16.5065   0.0284    37.8028    15.5387   0.0444    23.9683    12.319   0.34    3.2     9.095    0.49    2.2    
  SDSS		J1242+5213       190.6996629   52.2185332   5.04       -999.99999   -999.99999   -999.99999    -999.99999    19.433722     0.080982      -999.99999    -999.99999    -999.99999    -999.99999    16.4217   0.0246    43.69      15.7996   0.0513    20.6641    12.482   0.0     0.4     8.638    0.0     1.4    
  ULAS		J1243+2529       190.9200541   25.4899697   5.83       20.491865    0.10272      20.18087      0.029657      20.115347     0.041388      19.655914     0.04881       19.356993     0.043331      16.4669   0.03      35.6918    15.4976   0.0484    21.9371    12.56    0.0     -0.3    8.808    0.0     -1.0   
  SDSS		J1250+3130       192.7163615   31.5060828   6.15       -999.99999   -999.99999   20.253115     0.063297      20.022655     0.07342       19.633383     0.094314      19.333088     0.058555      16.3981   0.0276    38.8641    15.387    0.0426    25.0024    12.115   0.0     1.4     9.02     0.53    2.1    
  PSO		J194.1290+25.5476 194.1290326   25.5476238   5.91       -999.99999   -999.99999   20.48182      0.136883      20.8153       0.256699      20.741024     0.246047      19.92176      0.132321      16.998    0.0461    23.0361    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1306+0356       196.5344701   3.9406556    6.02       -999.99999   -999.99999   19.715391     0.072121      19.493921     0.073695      19.394405     0.086994      19.345572     0.085668      16.962    0.0514    20.6347    16.226    0.0987    10.5108    12.274   0.38    2.9     9.088    0.0     -0.6   
  PSO		J197.7198+25.5351 197.7198013   25.5351885   5.84       -999.99999   -999.99999   20.982069     0.198892      20.504887     0.159962      21.063622     0.313215      20.454924     0.208796      17.3774   0.0618    17.0687    -99.999   -9.99     -99.999    12.42    0.0     0.4     8.877    0.0     0.4    
  SDSS		J1314+5432       198.668374    54.5436694   5.52       -999.99999   -999.99999   -999.99999    -999.99999    19.708563     0.064561      -999.99999    -999.99999    -999.99999    -999.99999    16.5861   0.0277    38.7284    15.6816   0.0457    23.2456    12.467   0.32    3.4     9.155    0.45    2.4    
  DELS		J1316+1028       199.033916    10.4757777   6.35       -999.99999   -999.99999   20.872686     0.116767      20.739359     0.086309      20.790186     0.266421      19.64534      0.075164      16.5428   0.0334    32.0419    15.7352   0.0613    17.2115    12.716   0.52    2.1     8.934    0.0     0.8    
  SDUV		J1317-0239       199.3365833   -2.6536111   5.25       -999.99999   -999.99999   20.922834     0.163521      20.560173     0.152035      20.365131     0.126907      20.266855     0.14345       17.3736   0.0716    14.6756    16.5519   0.1286    7.9535     12.749   0.0     -0.2    9.241    0.0     -0.1   
  ULAS		J1319+0950       199.797085    9.8476434    6.13       -999.99999   -999.99999   19.84181      0.046644      19.579765     0.035158      19.716259     0.098159      19.439713     0.066024      16.9048   0.042     25.3555    16.2509   0.0885    11.7754    12.584   0.0     0.7     8.854    0.0     0.5    
  PSO		J201.9222+57.5440 201.9221762   57.5439928   5.74       -999.99999   -999.99999   -999.99999    -999.99999    20.588392     0.222578      -999.99999    -999.99999    -999.99999    -999.99999    17.2774   0.0466    22.8275    16.2941   0.0734    14.3039    12.862   0.0     -0.6    9.056    0.0     0.5    
  SDWISE	J1332+2208     203.2393749   22.1433083   5.11       -999.99999   -999.99999   -999.99999    -999.99999    19.041248     0.050042      -999.99999    -999.99999    -999.99999    -999.99999    15.6      0.0143    75.1446    14.9374   0.0287    37.313     12.172   0.35    3.1     8.484    0.0     1.4    
  SDSS		J1334+1220       203.5523482   12.3390862   5.12       -999.99999   -999.99999   19.45185      0.044359      19.275593     0.03285       19.059053     0.045255      19.008604     0.042066      16.5575   0.0331    32.2665    15.7268   0.0604    17.4796    12.398   0.37    2.9     8.897    0.0     0.5    
  SDSS		J1335+3533       203.9617127   35.5543943   5.9        -999.99999   -999.99999   19.990881     0.095921      19.784716     0.110726      19.73293      0.091538      19.555967     0.11646       16.7081   0.0327    32.7056    15.9187   0.0604    17.4937    12.152   0.0     1.5     9.298    0.0     -0.2   
  SDUV		J1335-0328       203.9843333   -3.4772778   5.67       -999.99999   -999.99999   18.739227     0.020712      18.677647     0.022373      18.558613     0.049933      18.397999     0.038754      15.6339   0.0168    64.2093    14.8419   0.0293    36.6154    12.285   0.34    3.2     8.71     0.0     1.0    
  SDSS		J1337+4155       204.370042    41.9277372   5.03       -999.99999   -999.99999   -999.99999    -999.99999    19.501587     0.074856      -999.99999    -999.99999    -999.99999    -999.99999    16.6567   0.0306    34.9453    15.9781   0.0623    16.9446    12.791   0.52    2.1     9.117    0.0     0.2    
  SDSS		J1340+3926       205.0626338   39.4418596   5.03       -999.99999   -999.99999   -999.99999    -999.99999    19.302704     0.042807      -999.99999    -999.99999    -999.99999    -999.99999    16.2507   0.0225    47.6679    15.5612   0.0441    24.1411    12.649   0.36    3.0     8.894    0.0     1.6    
  SDSS		J1340+2813       205.1676667   28.2244889   5.34       -999.99999   -999.99999   19.460402     0.037248      19.276642     0.042991      19.075176     0.039292      18.953325     0.043417      16.0776   0.02      53.7939    15.1029   0.031     34.5578    12.348   0.34    3.2     9.136    0.49    2.2    
  SDSS		J1341+4611       205.42275     46.1861944   5.02       -999.99999   -999.99999   -999.99999    -999.99999    20.596016     0.204045      -999.99999    -999.99999    -999.99999    -999.99999    17.0302   0.0449    23.7126    16.5445   0.1064    9.7127     11.962   0.0     1.8     9.165    0.0     0.2    
  SDSS		J1341+3510       205.4750816   35.1682539   5.23       -999.99999   -999.99999   19.703594     0.074773      19.457546     0.096682      19.140837     0.096699      19.098562     0.077677      16.3752   0.0255    42.1017    15.5718   0.0458    23.2243    12.13    0.0     1.6     9.236    0.0     -0.2   
  ULAS		J1342+0928       205.53375     9.4773889    7.54       -999.99999   -999.99999   21.359303     0.135988      20.644007     0.070391      20.009577     0.086532      20.009945     0.091101      17.6247   0.0797    13.133     16.9785   0.1697    5.9104     12.834   0.5     2.2     9.256    0.0     -1.1   
  SDSS		J1345+2329       206.3609268   23.4970482   5.06       -999.99999   -999.99999   18.35672      0.020275      18.333086     0.024365      18.214872     0.0288        18.229847     0.030836      15.6542   0.0147    73.2285    15.0861   0.0314    34.0692    11.573   0.15    7.4     9.004    0.42    2.6    
  MMT		J1357+5305        209.44725     53.0951389   5.32       -999.99999   -999.99999   20.720482     0.022358      20.742325     0.020233      -999.99999    -999.99999    -999.99999    -999.99999    17.6846   0.0711    14.7792    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1400-0011    210.1199583   -0.1976389   6.04       -999.99999   -999.99999   23.041458     0.777846      22.417454     0.427102      23.361202     1.929069      23.903412     3.289867      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1400-0125    210.1249583   -1.4225      6.04       -999.99999   -999.99999   22.749002     0.878144      21.570004     0.276701      21.853878     0.47082       21.244465     0.355623      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J210.4472+27.8263 210.4472342   27.8263983   6.14       -999.99999   -999.99999   20.852026     0.102929      20.454042     0.085065      20.583162     0.134059      20.234396     0.118151      17.533    0.0696    15.1164    16.9569   0.1565    6.451      12.338   0.0     1.2     8.992    0.0     0.9    
  IMS		J1401+5143        210.4581667   51.7195278   5.17       -999.99999   -999.99999   23.554636     0.24067       22.776102     0.192637      -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J210.7277+40.4008 210.727772    40.4008853   6.04       -999.99999   -999.99999   -999.99999    -999.99999    21.019125     0.303954      -999.99999    -999.99999    -999.99999    -999.99999    17.9236   0.092     11.3046    16.9354   0.1443    7.0358     -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J210.8297+09.0474 210.8297035   9.0474981    5.88       -999.99999   -999.99999   20.291348     0.09485       20.09331      0.020904      19.931244     0.069883      19.831663     0.081148      17.2356   0.0579    18.2702    16.7102   0.1342    7.6006     12.267   0.0     2.0     9.046    0.42    2.6    
  SHELLQs	J1406-0116    211.6213333   -1.2697778   6.33       -999.99999   -999.99999   22.650398     0.924295      21.788921     0.400056      22.17925      0.911361      21.728474     0.674074      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  MMT		J1408+5300        212.0955      53.0058056   5.07       -999.99999   -999.99999   -999.99999    -999.99999    21.169075     0.050975      -999.99999    -999.99999    20.676683     0.077034      17.878    0.0803    13.0304    16.9574   0.1335    7.6424     12.847   0.0     0.5     9.312    0.0     0.3    
  SDSS		J1411+1217       212.7970333   12.2936897   5.9        -999.99999   -999.99999   20.065414     0.039183      20.057474     0.045206      19.660845     0.051059      19.415354     0.047893      16.4538   0.0297    36.098     15.4584   0.046     23.1021    12.751   0.0     0.3     9.238    0.0     -0.1   
  MMT		J1414+5115        213.5181667   51.2599444   5.24       -999.99999   -999.99999   -999.99999    -999.99999    21.830774     0.666502      -999.99999    -999.99999    -999.99999    -999.99999    18.0061   0.0825    12.6603    -99.999   -9.99     -99.999    13.066   0.0     0.0     9.343    0.0     -3.1   
  MMT		J1414+5732        213.6315417   57.5428056   5.16       -999.99999   -999.99999   21.38305      0.084586      21.2467       0.098208      20.681776     0.241502      21.86137      0.456723      18.0416   0.0874    11.9333    17.167    0.1482    6.8373     -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1414+0130    213.66475     1.5101389    5.94       -999.99999   -999.99999   -9.999995E8   -9.999995E8   22.00801      0.606004      22.45241      1.435286      22.843288     2.228882      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  MMT		J1414+5446        213.6950833   54.7755      5.42       -999.99999   -999.99999   22.552618     0.216046      23.492054     0.490158      -999.99999    -999.99999    23.333597     0.976547      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J213.7329-13.4803 213.7329225   -13.4803543  5.78       21.04685     0.05659      21.042362     0.19819       20.461222     0.136761      20.38059      0.158607      20.354324     0.173166      17.6369   0.0935    11.121     16.8006   0.1683    5.9642     -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1416+0015    214.0529583   0.2628333    6.03       -999.99999   -999.99999   23.174553     0.665252      -9.999995E8   -9.999995E8   -9.999995E8   -9.999995E8   -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1416+0147    214.220875    1.7839444    6.07       -999.99999   -999.99999   22.588602     0.937722      -9.999995E8   -9.999995E8   23.072071     2.291844      21.686947     0.701461      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1417+0117    214.3694583   1.2867778    6.02       -999.99999   -999.99999   -9.999995E8   -9.999995E8   -9.999995E8   -9.999995E8   24.288553     5.571688      23.05891      2.204939      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  MMT		J1419+5553        214.985375    55.8878333   5.0        -999.99999   -999.99999   23.305492     0.412966      21.608795     0.102155      -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1422+0011    215.5009583   0.1841667    5.89       -999.99999   -999.99999   -9.999995E8   -9.999995E8   26.249235     18.899021     -9.999995E8   -9.999995E8   -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1423+1303       215.8580071   13.0501956   5.02       -999.99999   -999.99999   19.32092      0.035741      19.224468     0.030375      19.024506     0.030154      18.9261       0.03316       16.1041   0.0216    49.8075    15.5533   0.0485    21.8737    12.4     0.0     1.2     8.944    0.0     1.0    
  SHELLQs	J1423-0018    215.882125    -0.3025278   6.13       -999.99999   -999.99999   22.524578     0.54536       23.558271     1.602583      -9.999995E8   -9.999995E8   22.412958     0.768237      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  NDWFS		J1425+3254      216.3180505   32.9026503   5.89       -999.99999   -999.99999   20.353205     0.019171      20.185457     0.143423      -999.99999    -999.99999    20.154453     0.021568      -99.999   -9.99     -99.999    16.3511   0.0823    12.6969    12.434   0.0     1.3     8.952    0.0     1.3    
  SHELLQs	J1425-0015    216.3238333   -0.2613611   6.18       -999.99999   -999.99999   23.047089     1.325486      21.45893      0.447286      22.977083     1.498424      21.550762     0.457111      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1427+3522       216.8737083   35.3691611   5.53       -999.99999   -999.99999   -999.99999    -999.99999    20.720987     0.209863      -999.99999    -999.99999    -999.99999    -999.99999    17.4089   0.0579    18.256     16.5303   0.0989    10.4839    12.954   0.54    2.0     9.28     0.0     -0.9   
  FIRST		J1427+3312      216.91079     33.211666    6.12       -999.99999   -999.99999   21.130041     0.032369      20.712944     0.248975      -999.99999    -999.99999    19.934835     0.016699      16.6792   0.031     34.4874    15.8295   0.0544    19.4714    12.6     0.0     0.6     9.288    0.0     0.3    
  SHELLQs	J1429-0104    217.2628333   -1.0787222   6.8        -999.99999   -999.99999   22.68734      0.826944      23.39225      1.787058      27.61784      102.44953     -9.999995E8   -9.999995E8   -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1429-0002    217.2925833   -0.0353889   6.04       -999.99999   -999.99999   -9.999995E8   -9.999995E8   -9.999995E8   -9.999995E8   24.09322      4.229995      21.700718     0.579744      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1429+3304       217.4082083   33.0711667   5.39       -999.99999   -999.99999   20.655983     0.02694       20.742414     0.211302      -999.99999    -999.99999    20.450726     0.029253      17.8865   0.0865    12.0564    16.8511   0.1291    7.9197     12.439   0.0     1.1     9.495    0.0     -0.7   
  CFHQS		J1429+5447      217.46737     54.788249    6.18       -999.99999   -999.99999   20.801868     0.043113      20.708952     0.054867      -999.99999    -999.99999    -999.99999    -999.99999    17.3456   0.0467    22.7729    16.8492   0.1103    9.3487     12.657   0.0     0.7     9.447    0.0     -0.1   
  SDSS		J1436+2132       219.0208457   21.5442366   5.22       -999.99999   -999.99999   -999.99999    -999.99999    19.453953     0.067553      -999.99999    -999.99999    -999.99999    -999.99999    16.5218   0.0285    37.586     15.9371   0.0628    16.7939    12.398   0.0     1.3     8.766    0.0     1.3    
  SDSS		J1436+5007       219.0489157   50.1186544   5.85       -999.99999   -999.99999   -999.99999    -999.99999    19.889482     0.103452      -999.99999    -999.99999    -999.99999    -999.99999    17.1991   0.0431    24.6863    16.6264   0.0962    10.7899    12.916   0.0     0.2     9.091    0.0     0.5    
  SDSS		J1437+2323       219.4659379   23.3870416   5.3        -999.99999   -999.99999   -999.99999    -999.99999    19.304424     0.054086      -999.99999    -999.99999    -999.99999    -999.99999    16.0479   0.0195    55.2421    15.0464   0.0294    36.3808    12.401   0.0     1.9     9.533    0.0     -0.9   
  MMT		J1437+5151        219.4855833   51.8541944   5.17       -999.99999   -999.99999   22.32557      0.148902      22.194933     0.131135      -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1443+3623       220.9611144   36.3875378   5.12       -999.99999   -999.99999   -999.99999    -999.99999    18.970285     0.046122      -999.99999    -999.99999    -999.99999    -999.99999    15.8479   0.0157    68.7455    14.9895   0.026     41.315     11.189   0.1     11.3    8.699    0.26    4.1    
  SDSS		J1510+5148       227.6470542   51.8114154   5.06       -999.99999   -999.99999   -999.99999    -999.99999    19.490473     0.069457      -999.99999    -999.99999    -999.99999    -999.99999    16.2493   0.0187    57.423     15.6241   0.0383    27.8674    12.776   0.34    3.2     9.546    0.0     0.3    
  SDUV		J1513+0854       228.4151667   8.9018056    5.47       -999.99999   -999.99999   19.867266     0.049732      19.970022     0.047739      19.78177      0.055735      19.759802     0.066351      17.2783   0.0571    18.5037    16.6538   0.1231    8.3313     12.558   0.0     1.2     9.042    0.0     0.5    
  PSO		J228.6871+21.2388 228.6871163   21.2388264   5.92       -999.99999   -999.99999   -999.99999    -999.99999    20.517988     0.193225      -999.99999    -999.99999    -999.99999    -999.99999    17.1485   0.0512    20.6886    16.3335   0.0881    11.8254    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1523+3347       230.940419    33.7999564   5.33       -999.99999   -999.99999   -999.99999    -999.99999    19.895931     0.098816      -999.99999    -999.99999    -999.99999    -999.99999    16.8001   0.032     33.4193    15.7437   0.0461    23.0346    12.76    0.0     0.9     9.245    0.0     0.7    
  SDSS		J1524+0816       231.0170833   8.2775833    5.08       -999.99999   -999.99999   20.695343     0.136371      20.52571      0.101273      20.351397     0.146443      20.144928     0.057621      17.4204   0.0672    15.655     16.5353   0.1142    9.0192     12.348   0.0     1.3     9.0      0.0     1.2    
  SDUV		J1527+0641       231.8035833   6.6894167    5.57       -999.99999   -999.99999   19.84544      0.061141      19.607372     0.039237      19.483475     0.061898      19.551863     0.076006      16.8471   0.0408    26.087     16.2166   0.0869    12.003     12.82    0.41    2.7     9.216    0.0     0.4    
  DELS		J1535+1943       233.886958    19.72225     6.4        -999.99999   -999.99999   -999.99999    -999.99999    19.627516     0.0833        -999.99999    -999.99999    -999.99999    -999.99999    15.8841   0.0176    61.3219    15.1807   0.0339    31.5379    12.584   0.35    3.1     9.311    0.45    2.4    
  PSO		J235.9450+17.0079 235.9450668   17.0079059   5.82       -999.99999   -999.99999   -999.99999    -999.99999    20.031998     0.115752      -999.99999    -999.99999    -999.99999    -999.99999    16.9466   0.043     24.7815    16.3828   0.0964    10.7656    12.351   0.32    3.5     8.965    0.0     1.0    
  SHELLQs	J1545+4232    236.2734167   42.5365556   6.5        -999.99999   -999.99999   -999.99999    -999.99999    22.659454     0.834588      -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  PSO		J236.2912+16.6088 236.2912415   16.6088634   5.82       -999.99999   -999.99999   -999.99999    -999.99999    20.424015     0.149294      -999.99999    -999.99999    -999.99999    -999.99999    16.9635   0.0472    22.5224    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SHELLQs	J1550+4318    237.503875    43.3007778   5.84       -999.99999   -999.99999   -999.99999    -999.99999    24.654394     7.931942      -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  DELS		J1559+2212       239.787875    22.2048417   6.07       -999.99999   -999.99999   -999.99999    -999.99999    -9.999995E8   -9.999995E8   -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDWISE	J1601-1828     240.2964999   -18.4764111  5.06       -999.99999   -999.99999   -999.99999    -999.99999    -999.99999    -999.99999    18.72209      0.052108      18.59981      0.02449       15.606    0.0191    56.4051    15.0718   0.042     25.3786    11.653   0.25    4.3     8.505    0.46    2.4    
  SDSS		J1602+4228       240.7249088   42.4735952   6.09       -999.99999   -999.99999   19.648733     0.056656      19.532125     0.050606      19.150532     0.052308      18.94925      0.053408      16.0355   0.0165    65.2948    15.2545   0.0294    36.4993    12.37    0.26    4.2     9.346    0.0     0.7    
  ELAIS		1091000446.0    240.9544583   55.1756389   6.04       -999.99999   -999.99999   -999.99999    -999.99999    -9.999995E8   -9.999995E8   -999.99999    -999.99999    24.336905     0.575032      -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  ULAS		J1609+3041       242.4052913   30.6966052   6.14       -999.99999   -999.99999   20.66968      0.103967      20.48843      0.081473      20.166677     0.155568      20.099527     0.197824      17.6418   0.0708    14.8421    17.0437   0.1519    6.6601     12.462   0.0     0.7     9.257    0.0     -0.2   
  SDSS		J1614+4640       243.6047083   46.6747056   5.31       -999.99999   -999.99999   -999.99999    -999.99999    19.592659     0.072096      -999.99999    -999.99999    -999.99999    -999.99999    15.8192   0.0136    79.4143    14.9767   0.0226    47.4887    12.924   0.34    3.2     9.094    0.0     1.9    
  SDSS		J1614+0114       243.647333    1.245775     5.78       -999.99999   -999.99999   -999.99999    -999.99999    20.06317      0.104594      -999.99999    -999.99999    -999.99999    -999.99999    16.8596   0.0416    25.6074    16.1629   0.0853    12.2427    12.517   0.0     -0.2    8.93     0.0     -0.5   
  SDSS		J1614+2059       243.696       20.9841583   5.09       -999.99999   -999.99999   -999.99999    -999.99999    19.533281     0.067703      -999.99999    -999.99999    -999.99999    -999.99999    16.7513   0.0343    31.1906    16.1573   0.0739    14.202     12.339   0.38    2.8     9.005    0.0     -0.7   
  SDSS		J1621+5155       245.25383     51.93022     5.71       -999.99999   -999.99999   -999.99999    -999.99999    19.446049     0.080129      -999.99999    -999.99999    -999.99999    -999.99999    15.6551   0.0114    94.5409    14.8261   0.0188    57.1078    12.888   0.32    3.4     9.529    0.0     0.3    
  SDWISE	J1623+4705     245.8136666   47.0999722   5.13       -999.99999   -999.99999   -999.99999    -999.99999    18.737854     0.039256      -999.99999    -999.99999    -999.99999    -999.99999    15.5584   0.0112    96.282     14.8602   0.0204    52.8642    11.425   0.1     11.3    8.954    0.28    3.9    
  SDSS		J1623+3112       245.8825602   31.2001475   6.26       -999.99999   -999.99999   20.431843     0.069878      19.70295      0.040265      19.711868     0.059067      19.558603     0.055227      16.6612   0.0302    35.4219    15.7432   0.0489    21.7248    12.551   0.0     0.7     8.895    0.0     0.5    
  SDSS		J1626+2751       246.6104204   27.8590266   5.16       -999.99999   -999.99999   18.599092     0.014427      18.29541      0.009696      17.9438       0.012938      17.872868     0.015628      14.9996   0.0086    126.008    14.2245   0.0146    74.0361    11.919   0.26    4.3     8.437    0.0     1.8    
  SDSS		J1626+2858       246.62167     28.98266     5.04       -999.99999   -999.99999   19.62837      0.03699       19.515118     0.022109      19.368847     0.011296      19.46761      0.059928      16.6243   0.0294    36.4436    15.9745   0.059     17.9157    12.336   0.35    3.1     9.177    0.0     -0.1   
  PSO		J247.2970+24.1277 247.2970667   24.1277056   6.48       -999.99999   -999.99999   -999.99999    -999.99999    20.44248      0.157304      -999.99999    -999.99999    -999.99999    -999.99999    16.6643   0.0306    34.9687    15.9229   0.0572    18.4908    12.282   0.4     2.7     8.575    0.0     0.9    
  SDSS		J1630+4012       247.6412639   40.2026929   6.07       -999.99999   -999.99999   20.749542     0.180507      20.44553      0.116821      20.307785     0.198007      20.131237     0.177547      17.4598   0.0517    20.4865    16.9098   0.1169    8.7955     12.908   0.0     -1.2    9.314    0.0     -0.6   
  CFHQS		J1641+3755      250.3405347   37.9222629   6.05       22.693058    0.880406     -999.99999    -999.99999    21.140478     0.214516      -9.999995E8   -9.999995E8   20.835096     0.30446       17.9033   0.0752    13.9422    17.2577   0.1533    6.5958     -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
  SDSS		J1650+1617       252.676083    16.2893055   5.52       -999.99999   -999.99999   -999.99999    -999.99999    19.528006     0.069589      -999.99999    -999.99999    -999.99999    -999.99999    16.1971   0.023     46.6566    15.4176   0.0424    25.1357    11.862   0.0     1.8     9.089    0.0     -0.3   
  SDWISE	J1656+4541     254.1477499   45.6870972   5.34       -999.99999   -999.99999   -999.99999    -999.99999    19.021378     0.039         -999.99999    -999.99999    -999.99999    -999.99999    16.2511   0.0177    60.6552    15.5102   0.032     33.4147    12.686   0.38    2.8     9.042    0.0     1.1    
  SDSS		J1659+2709       254.7588333   27.159775    5.31       -999.99999   -999.99999   -999.99999    -999.99999    18.684376     0.03417       -999.99999    -999.99999    -999.99999    -999.99999    15.9065   0.0169    63.6564    15.0572   0.0284    37.7734    11.536   0.16    6.9     8.889    0.0     1.2    
  SDWISE	J1659+3239     254.962625    32.6579527   5.17       -999.99999   -999.99999   -999.99999    -999.99999    19.605381     0.080361      -999.99999    -999.99999    -999.99999    -999.99999    16.3205   0.0219    48.9791    15.6133   0.042     25.3359    12.123   0.0     1.5     8.621    0.0     1.2    
  PSO		J261.0364+19.0286 261.0364292   19.0286444   6.44       -999.99999   -999.99999   -999.99999    -999.99999    20.879665     0.169929      20.341354     0.387734      20.230526     0.155618      17.6686   0.0778    13.4693    17.1117   0.1722    5.8185     12.354   0.0     0.3     8.958    0.0     -1.3   
  PSO		J267.0021+22.7812 267.00211     22.7812107   5.95       -999.99999   -999.99999   -999.99999    -999.99999    -9.999995E8   -9.999995E8   -999.99999    -999.99999    -999.99999    -999.99999    -99.999   -9.99     -99.999    -99.999   -9.99     -99.999    -9.99    -9.99   -9.9    -9.99    -9.99   -9.9   
