# RA         Dec         redshift  unW1mag   unW1err unW1snr    unW2mag   unW2err unW2snr    w3mpro    w3sig   w3snr  w4mpro   w4sig   w4snr
243.6960000  20.9841583  5.090     16.7513   0.0343  31.1906    16.1573   0.0739  14.2020    12.339    0.38    2.8    9.005    0.00   -0.7  
245.0636766  -0.1978601  5.680     18.1202   0.1250   8.1927   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
245.2538300  51.9302200  5.710     15.6551   0.0114  94.5409    14.8261   0.0188  57.1078    12.888    0.32    3.4    9.529    0.00    0.3  
245.8136666  47.0999722  5.130     15.5584   0.0112  96.2820    14.8602   0.0204  52.8642    11.425    0.10   11.3    8.954    0.28    3.9  
245.8825602  31.2001475  6.260     16.6612   0.0302  35.4219    15.7432   0.0489  21.7248    12.551    0.00    0.7    8.895    0.00    0.5  
246.6104203  27.8590266  5.160     14.9996   0.0086 126.0080    14.2245   0.0146  74.0361    11.919    0.26    4.3    8.437    0.00    1.8  
246.6216700  28.9826600  5.040     16.6243   0.0294  36.4436    15.9745   0.0590  17.9157    12.336    0.35    3.1    9.177    0.00   -0.1  
247.2970667  24.1277056  6.480     16.6643   0.0306  34.9687    15.9229   0.0572  18.4908    12.282    0.40    2.7    8.575    0.00    0.9  
247.6412639  40.2026929  6.070     17.4598   0.0517  20.4865    16.9098   0.1169   8.7955    12.908    0.00   -1.2    9.314    0.00   -0.6  
250.3405347  37.9222629  6.050     17.9033   0.0752  13.9422    17.2577   0.1533   6.5958    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
252.6760830  16.2893055  5.520     16.1971   0.0230  46.6566    15.4176   0.0424  25.1357    11.862    0.00    1.8    9.089    0.00   -0.3  
254.1477499  45.6870972  5.340     16.2511   0.0177  60.6552    15.5102   0.0320  33.4147    12.686    0.38    2.8    9.042    0.00    1.1  
254.7588333  27.1597750  5.310     15.9065   0.0169  63.6564    15.0572   0.0284  37.7734    11.536    0.16    6.9    8.889    0.00    1.2  
254.9626250  32.6579527  5.170     16.3205   0.0219  48.9791    15.6133   0.0420  25.3359    12.123    0.00    1.5    8.621    0.00    1.2  
261.0364292  19.0286444  6.440     17.6686   0.0778  13.4693    17.1117   0.1722   5.8185    12.354    0.00    0.3    8.958    0.00   -1.3  
267.0021100  22.7812107  5.950    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
268.1837500  50.6091805  5.020     15.1005   0.0078 138.3717    14.4327   0.0136  79.1675    12.611    0.37    2.9    9.288    0.44    2.5  
293.0317650  71.6523355  6.080     16.9907   0.0311  34.4618    16.2711   0.0593  17.8156    13.591    0.00   -1.3    9.686    0.00    0.2  
308.0416401 -21.2339750  6.240     16.4979   0.0374  28.5559    15.5975   0.0626  16.8413    12.446    0.00    0.0    8.147    0.00    1.0  
308.4829700 -27.6485000  5.800     16.8307   0.0490  21.6450    15.8829   0.0774  13.5255    11.889    0.00    1.5    8.632    0.00    0.7  
313.3407000   0.7852222  5.920     17.6131   0.0839  12.4496   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
313.5270400  -0.0874444  6.040     17.1785   0.0576  18.3432    16.4841   0.1190   8.6316    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
315.2275800 -17.2562490  6.090     17.4392   0.0881  11.8348   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
315.5800830 -14.9816666  6.650     17.7920   0.1157   8.8973   -99.9990  -9.9900 -99.9990    11.404    0.00    1.4    8.711    0.00    0.1  
319.5530416  -0.0640833  5.460     17.7417   0.0982  10.5608   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
319.6040300 -10.9326200  5.900     16.2378   0.0303  35.3580    15.4556   0.0553  19.1441    11.888    0.00    1.2    8.768    0.00    0.0  
319.8680000  10.4851667  5.180     17.0514   0.0493  21.5398    16.4599   0.1079   9.5724    12.056    0.00    1.2    8.756    0.00    0.3  
319.9662083  -0.6722500  5.870     18.2132   0.1439   7.0550   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
320.8703300 -24.3604000  5.730     17.0875   0.0593  17.8012    16.6597   0.1523   6.6402    11.657    0.00    1.6    8.520    0.00    0.3  
322.7928750 -43.9840278  6.450     18.0016   0.1108   9.3071   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
323.1382958  12.2986833  6.590     16.0365   0.0214  50.2868    15.5718   0.0512  20.7068    12.311    0.00   -0.6    8.949    0.00   -1.4  
325.6636250  -1.3334167  5.610     17.0639   0.0534  19.8349    16.1377   0.0924  11.2523    12.525    0.00   -1.4    8.701    0.00    0.4  
326.9808700   1.1320277  5.810     18.0296   0.1218   8.4234   -99.9990  -9.9900 -99.9990    12.301    0.00    0.2    8.880    0.00   -0.7  
328.7339966  -9.5076274  5.920     17.7410   0.0987  10.5051   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
330.2776249   3.0354750  5.060     15.9434   0.0205  52.4310    15.4073   0.0468  22.7049    11.307    0.19    5.8    7.828    0.22    5.0  
330.3836250   1.9247222  6.160    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
330.6115416  15.1645500  5.070     15.6372   0.0152  70.8756    15.1477   0.0348  30.6729    12.170    0.31    3.5    8.515    0.00    0.9  
330.6383333   1.5223056  5.230    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
331.0746667   1.1957778  5.940    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
331.6450417   2.0267500  5.100    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
331.7921666  -4.2823000  5.530     15.1450   0.0118  91.7830    14.1230   0.0172  62.6458    12.214    0.46    2.4    8.376    0.00    0.4  
332.6135000   3.0745833  6.900    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
332.6541250   2.7204722  5.200     17.8121   0.1022  10.1341   -99.9990  -9.9900 -99.9990    12.402    0.00    0.2    8.858    0.00    0.0  
332.7525000 -63.3488333  6.880     18.2078   0.1221   8.3989   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
332.8007083 -32.1035556  6.320    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
332.9208750   0.1885833  5.230     18.0645   0.1306   7.8200   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
333.2145417  -0.7085278  5.420     17.1083   0.0574  18.4270    16.7547   0.1560   6.4736    12.305    0.00   -0.3    8.564    0.00    0.8  
333.2719167   0.5688333  5.310    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
333.8342500  -0.1523333  5.280     18.3096   0.1612   6.2469   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
333.9859789  26.1081684  6.030     17.4201   0.0673  15.6469    16.6674   0.1266   8.0840    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
334.1834167   0.2300278  5.010     17.0680   0.0546  19.3779    16.4744   0.1209   8.4883    11.997    0.00    1.2    8.921    0.00   -1.3  
334.1852917  -0.2805833  6.100    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
334.8217500   1.0469167  6.160    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
335.0770400  -1.0296911  5.620     16.8892   0.0490  21.6695    16.0944   0.0888  11.7343    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
335.7896250   3.4389722  6.050     18.2904   0.1511   6.6953    16.9593   0.1799   5.5499    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
336.3099166   3.5034722  5.350     16.3554   0.0287  37.3841    15.6356   0.0573  18.4536    11.997    0.00    0.7    8.291    0.00    1.9  
336.5517083  -6.3020249  5.080     15.7082   0.0181  59.4489    15.0370   0.0371  28.7984    12.212    0.43    2.5    8.825    0.00    0.0  
337.1159583   1.4693056  6.010    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.1814100   1.1756111  5.950    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.1881250  -7.9653833  5.140     16.3598   0.0320  33.4201    15.6178   0.0619  17.0463    11.872    0.00    1.1    8.985    0.00   -1.5  
337.1987917   1.8779167  6.080    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.2568700  14.9524990  6.150    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
337.9537083  -0.5965278  5.870    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
338.0501250   0.2106667  6.180    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
338.2297707  29.5089760  6.670     17.4989   0.0684  15.3680    17.0764   0.1729   5.7948    12.043    0.00    0.9    8.945    0.00    0.3  
338.3651666  -1.1178888  5.110    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.1857500   0.5491389  6.400    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.7091666  -0.4505000  5.170     18.0654   0.1332   7.6590   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.7814999   0.5062777  5.090     17.8608   0.1111   9.2816   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
339.9477917   2.1298611  6.260    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
340.2041700 -18.6621700  5.980     16.5530   0.0392  27.2299    15.5693   0.0620  17.0059    12.334    0.00    0.3    8.681    0.00    0.3  
340.6564500   3.5726666  5.880    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
341.3511249   0.4039444  5.160     18.1255   0.1447   7.0139   -99.9990  -9.9900 -99.9990    12.280    0.00   -0.8    8.589    0.00    0.6  
342.5083750 -50.2617083  6.000     16.2478   0.0242  44.2998    15.5667   0.0476  22.2959    11.954    0.26    4.2    8.742    0.00    0.5  
343.0226667   2.4255278  6.120    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
343.9085000   2.8573889  6.340     17.8215   0.1103   9.3547   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
346.0957083   0.7515000  6.360    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
346.8972900   0.5303888  5.870     17.2548   0.0631  16.7148    16.3662   0.1106   9.3233    11.802    0.00    1.5    8.752    0.00   -1.3  
347.6620586  18.9222017  6.000     15.8754   0.0178  60.3955    15.2997   0.0390  27.3324    12.272    0.44    2.5    9.163    0.00   -0.3  
348.0684999   1.0143055  5.080     18.0824   0.1341   7.6100   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
348.9440400  -0.3994722  6.120     17.3354   0.0706  14.8852    16.6533   0.1418   7.1664    12.176    0.00    0.6    8.715    0.00    0.3  
349.4093750  22.7360083  5.500     16.1251   0.0220  48.9282    15.3625   0.0415  25.6543    12.502    0.53    2.0    8.706    0.00    0.5  
349.5000000 -31.2166667  6.510    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
349.5116600  -2.7761111  6.050     18.1761   0.1435   7.0766   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
351.3093508  26.4799531  5.770     16.1378   0.0221  48.7409    15.4868   0.0454  23.4137    12.588    0.51    2.1    8.968    0.48    2.3  
351.4026667  -5.8911944  5.220     16.3232   0.0299  35.7881    15.6421   0.0599  17.6278    12.430    0.44    2.5    8.428    0.00    1.2  
352.2845000  -3.0329999  6.420     17.9737   0.1241   8.2579   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
352.3102500  -4.0566944  5.900    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
352.4137500  30.0641055  5.240     16.1504   0.0217  49.4129    15.5171   0.0454  23.3968    12.656    0.00   -0.2    9.072    0.00   -0.4  
352.5362917   9.9621389  5.300     16.1972   0.0249  43.1977    15.1405   0.0374  28.5324    12.146    0.39    2.8    8.917    0.54    2.0  
353.7293749  -0.1728055  5.110     18.0026   0.1247   8.2194   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
356.1395833  16.8879111  5.000     15.2594   0.0115  93.5241    14.5738   0.0221  48.5860    11.999    0.28    3.9    8.956    0.00    0.1  
357.1389000 -30.9028440  6.900     17.6947   0.0905  11.5056   -99.9990  -9.9900 -99.9990    12.137    0.00    1.5    9.140    0.49    2.2  
357.8289911   6.4019219  5.810    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
357.8512917  -4.9853611  5.250     17.1013   0.0557  19.0051    16.0934   0.0898  11.5977    12.549    0.00   -1.6    8.892    0.00    0.1  
359.1352149  -6.3831264  6.150     16.4896   0.0323  33.1173    15.6656   0.0607  17.3850    11.895    0.00    1.2    8.700    0.00   -0.1  
359.2149100   0.3925833  6.000    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
359.6001667   6.5770555  5.320     16.3287   0.0296  36.1965    15.3755   0.0469  22.6356    12.113    0.38    2.9    9.113    0.00    0.0  
