# no     l            b            RA_1         DEC_1        RA(hms)        DEC(dms)       Name                                       Class   Rmag    B/Gmag   psfMag_u   psfMag_g   psfMag_r   psfMag_i   psfMag_z   psfMagErr_u   psfMagErr_g   psfMagErr_r   psfMagErr_i   psfMagErr_z   redshift   citation                               redshift_citation     Xname                   Rname                    FIRST____flux(mJy)   NVSS____flux(mJy)   VLBI_flux__1.4GHz(mJy)   VLBI_flux__1.6GHz(mJy)   VLBI_flux__1.7GHz(mJy)   VLBI_flux__2.3GHz(mJy)   VLBI_flux__3GHz(mJy)   VLBI_flux__4.3GHz(mJy)   VLBI_flux__4.9GHz(mJy)   VLBI_flux_5GHz(mJy)   VLBI_flux__7.6GHz(mJy)   VLBI_flux__8.3(mJy)   VLBI_flux__8.4(mJy)   VLBI_flux___8.6GHz(mJy)   VLBI_flux__15GHz(mJy)   VLBI_flux_22GHz(mJy)   VLBI_flux__43GHz(mJy)   VLBI_reference                                                                                                              notes                                  
  1845   332.060534   ""           44.617668    -13.480356   "14 14 55.90"  "-13 28 49.28" PSO~J213.7329-13.4803                      Q       >23.2   21.86    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.78       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  167    143.743062   -61.898772   22.493889    -0.594167    "01 29 58.53"  "-00 35 39.00" SDSS~J01299-0035                           Q       24.5    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.78       2009AJ....138..305J                    2009AJ....138..305J   ""                      ""                       0.116*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2712   99.982095    -32.521569   351.309333   26.479953    "23 25 14.24"  "+26 28 47.83" SDSS~J2325+2628                            Q       23.39   25.27    23.2       25.07      23.29      21.82      19.55      0.9           0.82          0.51          0.17          0.1           5.77       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1443   291.446701   ""           59.796549    -2.560903    "12 28 25.15"  "-02 33 39.25" PSO~J187.1047-02.5609                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.77       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1196   208.938001   ""           71.592278    26.886667    "11 28 42.48"  "+26 53 12.00" PSO~J172.1770+26.8866                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.77       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       0.139*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  5      109.323001   -34.709038   0.340125     26.835881    "00 01 21.63"  "+26 50 09.17" PSO~J000.3401+26.8358                      Q       23.07   24.57    25.92      24.56      23.04      21.33      19.41      0.73          0.66          0.31          0.09          0.07          5.75       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1012   250.870504   ""           48.204432    -1.417222    "10 44 33.13"  "-01 25 02.00" SDSS~J10445-0125                           QX      21.8    0        23.65      24.09      25.46      21.81      19.3       0.9           0.56          0.8           0.18          0.07          5.745      2000AJ....120.1167F                    2013ApJ...773...44W   "3XMM J104433.0-012501" ""                       0.15*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1658   113.508664   ""           58.91612     57.543992    "13 27 41.32"  "+57 32 38.37" PSO~J201.9222+57.5440                      Q       24.99   24.33    22.99      24.14      24.96      23.25      20.49      0.53          0.46          0.63          0.41          0.14          5.74       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       0.141*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2509   24.11752     -43.420812   320.870333   -24.3604     "21 23 28.88"  "-24 21 37.44" PSO~J320.8703-24.3604                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.73       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1869   332.16475    ""           41.713272    -16.041722   "14 20 36.30"  "-16 02 30.20" PSO~J215.1512-16.0417                      Q       21.7    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.73       2012AJ....143..142M                    2012AJ....143..142M   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2166   17.249577    ""           49.179618    10.825306    "15 30 49.9"   "+10 49 31.1"  TGSS1530                                   QR      ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.72       2018MNRAS.480.2733S                    2018MNRAS.480.2733S   ""                      ""                       7.25                 ""                  ""                       ""                       1.7                      ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      2018RNAAS...2d.200G                                                                                                         ""                                     
  1777   320.567185   ""           33.914309    -26.708397   "13 56 49.41"  "-26 42 30.23" PSO~J209.2058-26.7083                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.72       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  74     112.387407   -70.703424   9.357333     -8.119017    "00 37 25.76"  "-08 07 08.46" PSO~J009.3573-08.1190                      Q       24.56   25.02    23.7       24.75      24.61      22.02      20.3       1.1           0.69          0.82          0.18          0.15          5.72       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       0.144*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2348   80.213768    ""           43.937173    51.929111    "16 21 00.70"  "+51 55 44.80" SDSS~J162100.70+515544.8                   Q       24      0        24.18      26.31      23.74      21.91      19.77      0.89          0.34          0.39          0.12          0.07          5.71       2008ApJ...687..848W                    2008ApJ...687..848W   ""                      ""                       0.147*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1172   267.473061   ""           49.284393    -7.311025    "11 21 43.65"  "-07 18 39.69" "PS1 J112143.65-071839.69"                 Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.71       2018arXiv181011927Y                    2018arXiv181011927Y   ""                      ""                       0.149*               0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1275   143.180154   ""           61.680032    52.894167    "11 48 16.20"  "+52 53 39.00" RD~J1148+5253                              Q       25.2    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.7        2005ApJ...634L...9M                    2005ApJ...634L...9M   ""                      ""                       0.135*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  332    211.22533    -60.390534   45.184083    -22.540889   "03 00 44.18"  "-22 32 27.20" PSO~J045.1840Ãƒâ€žÃ‚Â¾22.5408   Q       24      0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.7        2014AJ....148...14B                    2014AJ....148...14B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1249   281.49128    ""           39.682491    -20.265458   "11 41 38.20"  "-20 15 55.65" PSO~J175.4091-20.2654                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.69       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1217   254.936024   ""           63.901259    8.481472     "11 34 14.23"  "+08 28 53.3"  J113414.23+082853.3                        Q       25.05   0        24.47      24.94      25.15      21.49      20.36      1.02          0.71          0.68          0.1           0.13          5.69       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.136*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  409    199.656368   -28.815302   71.45075     -2.333289    "04 45 48.18"  "-02 19 59.84" PSO~J071.4507-02.3332                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.69       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2342   13.258261    ""           32.946155    -0.197861    "16 20 15.28"  "-00 11 52.30" PSO~J245.0636-00.1978                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.68       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  375    187.382509   -41.438547   55.424417    -0.803539    "03 41 41.86"  "-00 48 12.74" PSO~J055.4244-00.8035                      QR      24.55   24.88    25.9       24.92      24.48      22.42      20.4       0.46          0.48          0.51          0.16          0.12          5.68       2015ApJ...805L...8B                    2015ApJ...805L...8B   ""                      ""                       2.09                 ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  302    156.526438   -38.139133   40.015917    17.545808    "02 40 03.82"  "+17 32 44.91" PSO~J040.0159+17.5458                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.68       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  40     52.470059    -82.221002   4.814083     -24.299161   "00 19 15.38"  "-24 17 56.98" PSO~J004.8140-24.2991                      Q       >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.68       2016ApJS..227...11B                    2016ApJS..227...11B   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1694   323.975892   ""           57.564948    -3.477278    "13 35 56.24"  "-03 28 38.2"  133556.24-032838.2                         Q       22.7    0        23.67      25.05      22.81      20.43      18.97      0.58          0.82          0.25          0.05          0.04          5.67       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.139*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1286   262.989347   ""           65.782647    7.814056     "11 49 46.45"  "+07 48 50.6"  J114946.45+074850.6                        Q       23.45   0        25.5       24.84      23.49      21.55      20.33      0.76          0.6           0.47          0.09          0.14          5.66       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.154*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  645    211.962867   ""           35.946395    16.251897    "09 01 32.65"  "+16 15 06.83" PSO~J135.3860+16.2518                      QR      >23.2   >23.3    ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.63       2015ApJ...805L...8B                    2015ApJ...805L...8B   ""                      ""                       3.99                 ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2530   54.439898    -37.965661   325.663625   -1.333417    "21 42 39.27"  "-01 20 00.3"  J214239.27-012000.3                        Q       23.6    0        23.34      26.02      23.74      21.76      20.4       0.92          0.66          0.7           0.2           0.3           5.61       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1215   240.289278   ""           68.748584    16.065472    "11 33 08.78"  "+16 03 55.7"  J113308.78+160355.7                        Q       22.45   0        26.3       26.03      22.63      21.27      19.81      0.99          0.58          0.24          0.1           0.12          5.61       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.14*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2597   62.272856    -45.355244   335.077095   -1.029748    "22 20 18.50"  "-01 01 47.09" SDSS~J222018.50-010147.0                   Q       23.3    25.1     23.76      25.11      23.26      21.59      20.16      0.53          0.66          0.29          0.1           0.12          5.605      2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.148*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  421    221.361132   -13.838307   94.101583    -13.635111   "06 16 24.38"  "-13 38 6.40"  "PS1 J061624.38-133806.40"                 Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.58       2018arXiv181011927Y                    2018arXiv181011927Y   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2154   11.22188     ""           47.782608    6.689417     "15 27 12.86"  "+06 41 21.9"  J152712.86+064121.9                        Q       22.96   0        25.3       25.81      23.09      21.44      20.02      1.02          0.5           0.28          0.08          0.1           5.57       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.15*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  878    243.636575   ""           39.967135    -3.175111    "10 06 14.61"  "-03 10 30.4"  J100614.61-031030.4                        Q       22.96   0        23.54      25.06      23.05      21.05      20.06      0.49          0.83          0.38          0.09          0.14          5.55       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  473    220.633404   ""           14.729477    0.033636     "07 57 45.90"  "+00 02 1.09"  "PS1 J075745.90-000201.09"                 Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.55       2018arXiv181011927Y                    2018arXiv181011927Y   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1610   309.053375   ""           36.320764    -26.289397   "13 13 26.06"  "-26 17 21.83" "PS1 J131326.06-261721.83"                 Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.54       2018arXiv181011927Y                    2018arXiv181011927Y   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2567   55.805062    -44.682009   331.792167   -4.2823      "22 07 10.12"  "-04 16 56.28" J220710.12-041656.28                       Q       22.32   0        25.73      25.12      22.59      19.8       19.11      0.85          0.74          0.24          0.03          0.06          5.53       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       0.158*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1905   60.806425    ""           67.950076    35.369167    "14 27 29.73"  "+35 22 09.00" NDWFS~J14275+3522                          Q       24.2    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.53       2006AJ....132..823C                    2006AJ....132..823C   ""                      ""                       0.144*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  125    130.236148   -55.446069   17.0275      7.189056     "01 08 06.60"  "+07 11 20.6"  J010806.60+071120.6                        Q       22.14   0        25.36      24.28      22.22      20.52      19.63      0.87          0.53          0.17          0.06          0.09          5.53       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.104*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  965    258.599422   ""           38.261234    -12.561803   "10 34 36.86"  "-12 33 42.49" "PS1 J103436.86-123342.49"                 Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.51       2018arXiv181011927Y                    2018arXiv181011927Y   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1237   275.213598   ""           48.031262    -10.826261   "11 37 35.37"  "-10 49 34.54" "PS1 J113735.37-104934.54"                 Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.5        2018arXiv181011927Y                    2018arXiv181011927Y   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  333    176.927591   -48.434913   45.321389    0.340556     "03 01 17.13"  "+00 20 26.00" RD~J030117+002025                          Q       23.8    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.5        2000ApJ...533L..75S                    2000ApJ...533L..75S   ""                      ""                       0.101*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2103   11.217955    ""           51.802962    8.901806     "15 13 39.64"  "+08 54 06.5"  J151339.64+085406.5                        Q       22.15   0        24.18      25.62      22.24      20.83      19.94      0.75          0.46          0.12          0.06          0.09          5.47       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.135*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  931    211.719818   ""           56.035023    22.873735    "10 22 10.05"  "+22 52 25.45" SDSS~J102210.04+225225.4                   Q       21.8    25.2     23.69      25.24      21.8       19.68      19.32      0.4           0.39          0.07          0.02          0.04          5.47       2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  667    144.269492   ""           36.891912    69.508611    "09 06 30.80"  "+69 30 31.00" Q~J0906+6930                               QRX     21.7    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.47       2004ApJ...610L...9R                    2004ApJ...610L...9R   "1SXPS J090630.5+693030" "NVSS J090630.7+693031"  -1                   92.8                ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    173                       "121.3 and 136"         "74 and 80"            "46.1 and 109"          "2004ApJ...610L...9R,  2012AJ....144..150P, 2017MNRAS.468...69Z, Astrogeo database"                                         ""                                     
  2503   51.635906    -32.161582   319.553042   -0.064083    "21 18 12.73"  "-00 03 50.70" HRQC~J211812.73-000350.7                   Q       21.6    23.7     24.79      25.12      24.8       21.79      21.62      0.64          0.44          0.53          0.11          0.33          5.46       2013ApJ...768..105M                    2013ApJ...768..105M   ""                      ""                       0.12*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1004   260.102018   ""           40.006414    -11.935278   "10 42 48.73"  "-11 56 07.00" VA-13492                                   Q       25.9    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.44       2007MNRAS.376.1393D                    2007MNRAS.376.1393D   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  292    177.952328   -59.182263   37.906872    -7.481792    "02 31 37.65"  "-07 28 54.45" SDSS~J023137.64-072854.4                   QX      21.4    22.9     23.01      25.59      21.52      19.49      19.13      0.42          0.45          0.07          0.02          0.05          5.423      2005AJ....130..367S                    2017A&A...597A..79P   "CXO J023137.6-072854"  ""                       0.146*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
