  RA         Dec         redshift separ     unW1mag   unW1err unW1snr    w1mpro    w1sig  w1snr    unW2mag   unW2err unW2snr    w2mpro    w2sig  w2snr  w3mpro    w3sig   w3snr  w4mpro   w4sig   w4snr
184.1149160  45.3196388  6.650    1.097     17.3298   0.0558  18.9669    17.273    0.13    8.6     16.4715   0.0970  10.7044    16.158    0.16    6.7   12.624    0.00    0.5    8.999    0.00    0.3  
184.3389334   1.5284636  6.200    1.168     17.8362   0.1070   9.6579    17.581    0.21    5.2     16.7334   0.1560   6.4737    16.260    0.00    1.3   12.147    0.00    0.0    8.193    0.00    0.8  
184.5466240  18.1307055  5.300    0.081     17.1902   0.0590  17.9046    17.354    0.15    7.1     16.3709   0.1064   9.7157    16.713    0.33    3.3   12.121    0.00    1.1    8.667    0.00    0.8  
184.7722500   0.8437500  6.010    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
185.4434197  44.7577911  5.190    0.061     16.3625   0.0246  43.6976    16.304    0.06   17.6     15.5524   0.0446  23.8690    15.314    0.08   13.1   12.005    0.29    3.7    8.877    0.47    2.3  
185.6581819  19.9785907  5.130    0.124     16.3726   0.0289  37.0294    16.429    0.08   13.8     15.8177   0.0660  15.9574    15.728    0.13    8.1   12.633    0.00    0.2    8.323    0.00    1.5  
187.1047900  -2.5609033  5.770    -9.99     18.3158   0.1620   6.2145    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
187.3050336   4.3243745  5.890    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
188.3894733   6.3761650  5.300    -9.99     16.4516   0.0366  29.1440    -9.990   -9.99   -9.9     15.4065   0.0534  19.8485    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
189.0252080  46.9569805  5.550    0.464     16.5065   0.0284  37.8028    16.450    0.07   15.9     15.5387   0.0444  23.9683    15.484    0.10   10.3   12.319    0.34    3.2    9.095    0.49    2.2  
189.1998333  62.1615556  5.190    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
190.6996629  52.2185331  5.040    0.310     16.4217   0.0246  43.6900    16.539    0.07   15.6     15.7996   0.0513  20.6641    15.823    0.12    9.1   12.482    0.00    0.4    8.638    0.00    1.4  
190.9200541  25.4899697  5.830    0.120     16.4669   0.0300  35.6918    16.701    0.09   12.4     15.4976   0.0484  21.9371    15.520    0.11   10.0   12.560    0.00   -0.3    8.808    0.00   -1.0  
192.7163615  31.5060828  6.150    1.152     16.3981   0.0276  38.8641    16.414    0.07   16.4     15.3870   0.0426  25.0024    15.375    0.09   11.8   12.115    0.00    1.4    9.020    0.53    2.1  
194.1290326  25.5476238  5.910    -9.99     16.9980   0.0461  23.0361    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
194.4894807  63.8269894  6.020    0.311     16.9440   0.0358  29.7969    16.911    0.08   13.2     16.3712   0.0793  13.2018    16.520    0.20    5.6   12.517    0.00    0.9    8.758    0.00    1.2  
196.5344701   3.9406556  6.020    0.638     16.9620   0.0514  20.6347    16.869    0.10   11.0     16.2260   0.0987  10.5108    16.438    0.00    1.9   12.274    0.38    2.9    9.088    0.00   -0.6  
197.7198013  25.5351885  5.840    2.018     17.3774   0.0618  17.0687    17.577    0.17    6.4    -99.9990  -9.9900 -99.9990    16.814    0.00    1.3   12.420    0.00    0.4    8.877    0.00    0.4  
198.6683740  54.5436694  5.520    0.388     16.5861   0.0277  38.7284    16.690    0.08   14.2     15.6816   0.0457  23.2456    15.686    0.10   10.9   12.467    0.32    3.4    9.155    0.45    2.4  
199.0339160  10.4757777  6.350    0.205     16.5428   0.0334  32.0419    16.751    0.09   12.1     15.7352   0.0613  17.2115    15.604    0.12    9.1   12.716    0.52    2.1    8.934    0.00    0.8  
199.3365833  -2.6536111  5.250    0.909     17.3736   0.0716  14.6756    17.181    0.12    8.8     16.5519   0.1286   7.9535    16.559    0.28    3.9   12.749    0.00   -0.2    9.241    0.00   -0.1  
199.7970850   9.8476434  6.130    0.585     16.9048   0.0420  25.3555    17.031    0.10   10.3     16.2509   0.0885  11.7754    16.310    0.21    5.2   12.584    0.00    0.7    8.854    0.00    0.5  
201.9221762  57.5439929  5.740    0.308     17.2774   0.0466  22.8275    17.375    0.12    8.8     16.2941   0.0734  14.3039    16.198    0.16    7.0   12.862    0.00   -0.6    9.056    0.00    0.5  
203.2393749  22.1433083  5.110    0.046     15.6000   0.0143  75.1446    15.692    0.05   23.2     14.9374   0.0287  37.3130    14.893    0.06   16.9   12.172    0.35    3.1    8.484    0.00    1.4  
203.5523482  12.3390862  5.120    0.140     16.5575   0.0331  32.2665    16.684    0.09   12.0     15.7268   0.0604  17.4796    15.631    0.12    9.2   12.398    0.37    2.9    8.897    0.00    0.5  
203.9617127  35.5543943  5.900    0.377     16.7081   0.0327  32.7056    16.714    0.07   15.6     15.9187   0.0604  17.4937    15.991    0.13    8.2   12.152    0.00    1.5    9.298    0.00   -0.2  
203.9843333  -3.4772778  5.670    1.719     15.6339   0.0168  64.2093    15.377    0.04   28.1     14.8419   0.0293  36.6154    14.668    0.06   18.4   12.285    0.34    3.2    8.710    0.00    1.0  
204.3700420  41.9277372  5.030    0.223     16.6567   0.0306  34.9453    16.571    0.07   15.0     15.9781   0.0623  16.9446    16.588    0.25    4.4   12.791    0.52    2.1    9.117    0.00    0.2  
205.0626338  39.4418596  5.030    1.141     16.2507   0.0225  47.6679    16.092    0.05   22.6     15.5612   0.0441  24.1411    15.477    0.08   13.4   12.649    0.36    3.0    8.894    0.00    1.6  
205.1676667  28.2244889  5.340    0.257     16.0776   0.0200  53.7939    16.125    0.06   19.4     15.1029   0.0310  34.5578    15.025    0.07   15.9   12.348    0.34    3.2    9.136    0.49    2.2  
205.4227500  46.1861944  5.020    0.050     17.0302   0.0449  23.7126    17.079    0.11   10.0     16.5445   0.1064   9.7127    16.292    0.20    5.5   11.962    0.00    1.8    9.165    0.00    0.2  
205.4750816  35.1682539  5.230    0.029     16.3752   0.0255  42.1017    16.289    0.06   18.8     15.5718   0.0458  23.2243    15.640    0.11    9.7   12.130    0.00    1.6    9.236    0.00   -0.2  
205.5337500   9.4773889  7.540    1.005     17.6247   0.0797  13.1330    17.471    0.15    7.4     16.9785   0.1697   5.9104    16.769    0.29    3.7   12.834    0.50    2.2    9.256    0.00   -1.1  
206.3609268  23.4970482  5.060    0.529     15.6542   0.0147  73.2285    15.479    0.04   30.4     15.0861   0.0314  34.0692    15.014    0.06   17.4   11.573    0.15    7.4    9.004    0.42    2.6  
209.2058560 -26.7083970  5.720    -9.99     16.6243   0.0383  27.8640    -9.990   -9.99   -9.9     15.5428   0.0562  18.8138    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
209.4472500  53.0951389  5.320    -9.99     17.6846   0.0711  14.7792    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.1199583  -0.1976389  6.040    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.1249583  -1.4225000  6.040    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.4472342  27.8263983  6.140    0.531     17.5330   0.0696  15.1164    17.562    0.16    6.9     16.9569   0.1565   6.4510    16.982    0.35    3.1   12.338    0.00    1.2    8.992    0.00    0.9  
210.4581667  51.7195278  5.170    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.7277720  40.4008853  6.040    -9.99     17.9236   0.0920  11.3046    -9.990   -9.99   -9.9     16.9354   0.1443   7.0358    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.8297035   9.0474981  5.880    0.289     17.2356   0.0579  18.2702    17.284    0.12    8.7     16.7102   0.1342   7.6006    16.751    0.29    3.8   12.267    0.00    2.0    9.046    0.42    2.6  
210.8722200 -12.0094820  5.840    -9.99     18.0399   0.1305   7.8326    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
211.6213333  -1.2697778  6.330    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
211.6953333  -1.7340556  6.100    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
212.0955000  53.0058055  5.070    1.064     17.8780   0.0803  13.0304    17.749    0.16    6.8     16.9574   0.1335   7.6424    17.032    0.28    3.8   12.847    0.00    0.5    9.312    0.00    0.3  
212.2974337 -15.9865717  5.830    -9.99     17.8850   0.1163   8.8442    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
212.7970333  12.2936897  5.900    0.171     16.4538   0.0297  36.0980    16.594    0.07   16.2     15.4584   0.0460  23.1021    15.532    0.09   11.7   12.751    0.00    0.3    9.238    0.00   -0.1  
213.3629900 -22.5617370  5.920    0.548     16.7033   0.0412  25.8842    16.760    0.17    6.3     15.7925   0.0689  15.2559    15.635    0.19    5.7   12.227    0.42    2.6    8.589    0.00    1.9  
213.5181667  51.2599444  5.240    0.474     18.0061   0.0825  12.6603    18.111    0.21    5.1    -99.9990  -9.9900 -99.9990    17.013    0.00    1.5   13.066    0.00    0.0    9.343    0.00   -3.1  
213.6315417  57.5428055  5.160    -9.99     18.0416   0.0874  11.9333    -9.990   -9.99   -9.9     17.1670   0.1482   6.8373    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
213.6647500   1.5101389  5.940    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
213.6950833  54.7755000  5.420    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
213.7329225 -13.4803543  5.780    -9.99     17.6369   0.0935  11.1210    -9.990   -9.99   -9.9     16.8006   0.1683   5.9642    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.0529583   0.2628333  6.030    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.2208750   1.7839444  6.070    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.3694583   1.2867778  6.020    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.9853750  55.8878333  5.000    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
215.1514300 -16.0417350  5.730    -9.99     15.6551   0.0177  60.8806    -9.990   -9.99   -9.9     14.9010   0.0324  32.9649    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
215.5009583   0.1841667  5.890    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
215.8580071  13.0501956  5.020    1.422     16.1041   0.0216  49.8075    15.977    0.05   21.9     15.5533   0.0485  21.8737    15.455    0.09   11.7   12.400    0.00    1.2    8.944    0.00    1.0  
215.8821250  -0.3025278  6.130    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
216.3180505  32.9026503  5.890    1.610    -99.9990  -9.9900 -99.9990    16.974    0.08   13.4     16.3511   0.0823  12.6969    16.316    0.16    6.9   12.434    0.00    1.3    8.952    0.00    1.3  
216.3238333  -0.2613611  6.180    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
216.8737083  35.3691611  5.530    0.727     17.4089   0.0579  18.2560    17.388    0.12    9.3     16.5303   0.0989  10.4839    16.578    0.22    5.0   12.954    0.54    2.0    9.280    0.00   -0.9  
216.9107900  33.2116660  6.120    0.670     16.6792   0.0310  34.4874    16.817    0.08   14.4     15.8295   0.0544  19.4714    15.923    0.12    9.1   12.600    0.00    0.6    9.288    0.00    0.3  
217.0891328 -16.0453608  6.110    -9.99     16.4216   0.0330  32.3726    -9.990   -9.99   -9.9     15.7665   0.0693  15.1686    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
217.2628333  -1.0787222  6.800    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
217.2925833  -0.0353889  6.040    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
217.4082083  33.0711667  5.390    0.658     17.8865   0.0865  12.0564    17.877    0.19    5.8     16.8511   0.1291   7.9197    17.029    0.31    3.5   12.439    0.00    1.1    9.495    0.00   -0.7  
217.4673700  54.7882490  6.180    0.971     17.3456   0.0467  22.7729    17.026    0.08   13.6     16.8492   0.1103   9.3487    17.155    0.32    3.4   12.657    0.00    0.7    9.447    0.00   -0.1  
217.9185333  -7.4120745  6.140    0.177     17.2489   0.0651  16.1732    17.182    0.12    9.1     16.3850   0.1115   9.2487    16.475    0.25    4.4   12.130    0.00    1.8    8.831    0.00    0.8  
219.0208457  21.5442366  5.220    0.261     16.5218   0.0285  37.5860    16.420    0.06   18.7     15.9371   0.0628  16.7939    15.880    0.11    9.5   12.398    0.00    1.3    8.766    0.00    1.3  
219.0489157  50.1186544  5.850    0.241     17.1991   0.0431  24.6863    17.169    0.09   12.3     16.6264   0.0962  10.7899    16.956    0.25    4.3   12.916    0.00    0.2    9.091    0.00    0.5  
219.4659379  23.3870416  5.300    0.612     16.0479   0.0195  55.2421    15.886    0.04   25.2     15.0464   0.0294  36.3808    14.974    0.06   18.3   12.401    0.00    1.9    9.533    0.00   -0.9  
219.4855833  51.8541944  5.170    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
220.0054167  -1.1172778  6.130    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
220.9611144  36.3875378  5.120    0.222     15.8479   0.0157  68.7455    15.897    0.04   26.6     14.9895   0.0260  41.3150    14.903    0.05   21.3   11.189    0.10   11.3    8.699    0.26    4.1  
225.1534990  28.2675083  5.550    0.131     16.4081   0.0246  43.6529    16.280    0.05   22.5     15.6213   0.0443  24.0120    15.504    0.08   14.3   12.394    0.24    4.5    8.955    0.00    1.2  
227.4240800 -17.8241110  6.120    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9     15.9739   0.0917  11.3419    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
227.6470542  51.8114154  5.060    0.055     16.2493   0.0187  57.4230    16.244    0.05   23.6     15.6241   0.0383  27.8674    15.597    0.07   14.8   12.776    0.34    3.2    9.546    0.00    0.3  
228.4151667   8.9018056  5.470    0.251     17.2783   0.0571  18.5037    17.280    0.13    8.4     16.6538   0.1231   8.3313    16.319    0.20    5.3   12.558    0.00    1.2    9.042    0.00    0.5  
228.6871163  21.2388264  5.920    -9.99     17.1485   0.0512  20.6886    -9.990   -9.99   -9.9     16.3335   0.0881  11.8254    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
230.7620833  59.2758444  5.110    1.352     16.3464   0.0217  49.5110    15.638    0.03   32.6     15.3611   0.0296  36.2314    15.133    0.05   22.4   12.104    0.18    5.9    8.991    0.29    3.8  
230.9404191  33.7999564  5.330    0.099     16.8001   0.0320  33.4193    16.699    0.06   17.9     15.7437   0.0461  23.0346    15.626    0.08   13.9   12.760    0.00    0.9    9.245    0.00    0.7  
231.0170833   8.2775833  5.080    0.334     17.4204   0.0672  15.6550    17.638    0.19    5.8     16.5353   0.1142   9.0192    16.681    0.30    3.6   12.348    0.00    1.3    9.000    0.00    1.2  
231.6576708 -20.8335167  6.590    0.409     16.9288   0.0544  19.4670    17.209    0.15    7.3     16.2810   0.1111   9.2775    16.623    0.35    3.1   12.234    0.00    0.2    8.942    0.00   -0.3  
231.8035833   6.6894167  5.570    0.282     16.8471   0.0408  26.0870    16.700    0.08   13.5     16.2166   0.0869  12.0030    16.102    0.17    6.5   12.820    0.41    2.7    9.216    0.00    0.4  
233.7489897  13.4503941  5.040    0.849     16.0398   0.0201  53.6367    15.835    0.04   25.9     15.3071   0.0377  28.3009    14.963    0.07   16.6   12.802    0.41    2.7    9.362    0.48    2.2  
233.8869580  19.7222500  6.400    0.041     15.8841   0.0176  61.3219    15.923    0.05   23.0     15.1807   0.0339  31.5379    15.278    0.08   13.4   12.584    0.35    3.1    9.311    0.45    2.4  
235.9450668  17.0079059  5.820    0.474     16.9466   0.0430  24.7815    16.790    0.08   13.2     16.3828   0.0964  10.7656    16.510    0.23    4.6   12.351    0.32    3.5    8.965    0.00    1.0  
236.2734167  42.5365556  6.500    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
236.2912415  16.6088635  5.820    -9.99     16.9635   0.0472  22.5224    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
236.4670410  60.4733202  5.780    0.358     16.0143   0.0143  75.3162    16.007    0.04   29.7     15.1521   0.0233  46.0802    15.157    0.05   23.7   12.313    0.23    4.7    9.406    0.43    2.5  
237.5038750  43.3007778  5.840    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
238.8510335  -6.8976629  5.810    -9.99     17.4807   0.0789  13.2696    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
239.7124609  -7.4026641  6.110    -9.99     16.2721   0.0292  36.6544    -9.990   -9.99   -9.9     15.3698   0.0490  21.6571    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
239.7878750  22.2048417  6.070    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
240.2964999 -18.4764111  5.060    0.825     15.6060   0.0191  56.4051    15.647    0.05   20.3     15.0718   0.0420  25.3786    15.051    0.08   13.4   11.653    0.25    4.3    8.505    0.46    2.4  
240.7249088  42.4735952  6.090    0.193     16.0355   0.0165  65.2948    16.051    0.04   24.2     15.2545   0.0294  36.4993    15.122    0.06   18.2   12.370    0.26    4.2    9.346    0.00    0.7  
240.9544583  55.1756389  6.040    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
242.4052913  30.6966052  6.140    0.685     17.6418   0.0708  14.8421    17.518    0.14    7.7     17.0437   0.1519   6.6601    17.080    0.35    3.1   12.462    0.00    0.7    9.257    0.00   -0.2  
242.4397100 -12.9816971  5.830    2.105     16.5690   0.0389  27.4003    16.297    0.07   14.7     16.2192   0.1049   9.8556    16.104    0.23    4.8   11.867    0.32    3.4    8.252    0.00    1.5  
242.5696654  41.2982715  5.000    0.328     16.5833   0.0255  42.0502    16.517    0.06   18.7     16.0677   0.0582  18.1461    15.902    0.11    9.9   12.634    0.00    1.6    9.455    0.00    0.8  
243.6047083  46.6747055  5.310    0.265     15.8192   0.0136  79.4143    15.868    0.04   29.4     14.9767   0.0226  47.4887    14.972    0.05   23.0   12.924    0.34    3.2    9.094    0.00    1.9  
243.6473330   1.2457750  5.780    0.411     16.8596   0.0416  25.6074    16.962    0.11   10.2     16.1629   0.0853  12.2427    16.421    0.22    4.9   12.517    0.00   -0.2    8.930    0.00   -0.5  
243.6960000  20.9841583  5.090    0.402     16.7513   0.0343  31.1906    16.661    0.08   14.4     16.1573   0.0739  14.2020    16.167    0.16    6.9   12.339    0.38    2.8    9.005    0.00   -0.7  
245.0636766  -0.1978601  5.680    -9.99     18.1202   0.1250   8.1927    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
245.2538300  51.9302200  5.710    0.232     15.6551   0.0114  94.5409    15.654    0.03   33.8     14.8261   0.0188  57.1078    14.771    0.04   27.4   12.888    0.32    3.4    9.529    0.00    0.3  
245.8136666  47.0999722  5.130    0.098     15.5584   0.0112  96.2820    15.574    0.03   32.0     14.8602   0.0204  52.8642    14.762    0.05   23.6   11.425    0.10   11.3    8.954    0.28    3.9  
245.8825602  31.2001475  6.260    0.308     16.6612   0.0302  35.4219    16.523    0.07   16.8     15.7432   0.0489  21.7248    15.663    0.10   10.4   12.551    0.00    0.7    8.895    0.00    0.5  
246.6104203  27.8590266  5.160    0.061     14.9996   0.0086 126.0080    14.968    0.03   34.7     14.2245   0.0146  74.0361    14.208    0.04   28.1   11.919    0.26    4.3    8.437    0.00    1.8  
246.6216700  28.9826600  5.040    0.239     16.6243   0.0294  36.4436    15.871    0.00    1.9     15.9745   0.0590  17.9157    15.824    0.12    9.4   12.336    0.35    3.1    9.177    0.00   -0.1  
247.2970667  24.1277056  6.480    0.485     16.6643   0.0306  34.9687    16.792    0.07   14.5     15.9229   0.0572  18.4908    16.070    0.14    8.0   12.282    0.40    2.7    8.575    0.00    0.9  
247.6412639  40.2026929  6.070    0.818     17.4598   0.0517  20.4865    17.493    0.12    8.8     16.9098   0.1169   8.7955    17.496    0.45    2.4   12.908    0.00   -1.2    9.314    0.00   -0.6  
250.3405347  37.9222629  6.050    -9.99     17.9033   0.0752  13.9422    -9.990   -9.99   -9.9     17.2577   0.1533   6.5958    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
252.6760830  16.2893055  5.520    0.247     16.1971   0.0230  46.6566    16.263    0.06   17.2     15.4176   0.0424  25.1357    15.405    0.09   11.6   11.862    0.00    1.8    9.089    0.00   -0.3  
254.1477499  45.6870972  5.340    0.307     16.2511   0.0177  60.6552    16.223    0.28    3.9     15.5102   0.0320  33.4147    15.531    0.07   15.7   12.686    0.38    2.8    9.042    0.00    1.1  
254.7588333  27.1597750  5.310    0.157     15.9065   0.0169  63.6564    15.920    0.05   23.7     15.0572   0.0284  37.7734    15.141    0.07   16.0   11.536    0.16    6.9    8.889    0.00    1.2  
254.9626250  32.6579527  5.170    0.199     16.3205   0.0219  48.9791    16.419    0.06   18.1     15.6133   0.0420  25.3359    15.656    0.10   11.4   12.123    0.00    1.5    8.621    0.00    1.2  
261.0364292  19.0286444  6.440    1.581     17.6686   0.0778  13.4693    17.912    0.21    5.2     17.1117   0.1722   5.8185    16.864    0.00    1.6   12.354    0.00    0.3    8.958    0.00   -1.3  
267.0021100  22.7812107  5.950    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
268.1837500  50.6091805  5.020    0.123     15.1005   0.0078 138.3717    15.130    0.03   36.1     14.4327   0.0136  79.1675    14.402    0.03   32.0   12.611    0.37    2.9    9.288    0.44    2.5  
293.0317650  71.6523355  6.080    0.214     16.9907   0.0311  34.4618    17.369    0.08   13.8     16.2711   0.0593  17.8156    16.476    0.12    9.3   13.591    0.00   -1.3    9.686    0.00    0.2  
308.0416401 -21.2339750  6.240    0.922     16.4979   0.0374  28.5559    16.497    0.09   12.4     15.5975   0.0626  16.8413    15.439    0.13    8.1   12.446    0.00    0.0    8.147    0.00    1.0  
308.4829700 -27.6485000  5.800    0.313     16.8307   0.0490  21.6450    16.931    0.12    9.1     15.8829   0.0774  13.5255    16.031    0.22    4.9   11.889    0.00    1.5    8.632    0.00    0.7  
313.3407000   0.7852222  5.920    -9.99     17.6131   0.0839  12.4496    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
313.5270400  -0.0874444  6.040    -9.99     17.1785   0.0576  18.3432    -9.990   -9.99   -9.9     16.4841   0.1190   8.6316    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
315.2275800 -17.2562490  6.090    -9.99     17.4392   0.0881  11.8348    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
315.5800830 -14.9816666  6.650    1.361     17.7920   0.1157   8.8973    17.589    0.21    5.0    -99.9990  -9.9900 -99.9990    16.735    0.38    2.8   11.404    0.00    1.4    8.711    0.00    0.1  
319.5530416  -0.0640833  5.460    -9.99     17.7417   0.0982  10.5608    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
